log_likelihood	mu	sigma	rho	w	theta
-1036.237314655648	1.6200890236768475	2.5439472044816895	0.0	0.07132991193578622	13680.242218148705
-1036.237314341025	1.620090922612601	2.5439422759117902	0.0	0.07132318468902184	13680.242218148705
-1036.237314444273	1.620104430736447	2.5439653818135843	0.0	0.07130994620311241	13680.242218148705
-1036.2373163791556	1.6200753528714986	2.5438434981519955	0.0	0.0713004222725224	13680.242218148705
-1036.2373145584334	1.6200867268948056	2.5439257595993845	0.0	0.07129800835734995	13680.242218148705
-1036.2373146851296	1.6200862227314408	2.543894133981257	0.0	0.07130764709806013	13680.242218148705
-1036.237499308364	1.6198093016955009	2.543604696687501	0.0	0.07111706512523386	13680.242218148705
-1036.2373141843814	1.6200877249783994	2.543954771623908	0.0	0.07131436185985214	13680.242218148705
-1036.2373141970052	1.6200826434909175	2.543938595756326	0.0	0.0713146263985417	13680.242218148705
-1036.2373210201658	1.6200991692180071	2.5439254789756336	0.0	0.0713712586161227	13680.242218148705
