log_likelihood	mu	sigma	rho	w	theta
-1023.1768365469445	1.6471690757014488	2.444594782530763	0.0	0.06638260173090749	13868.209261126365
-1023.1767870301297	1.6472376834197204	2.444761305464598	0.0	0.06634928986778398	13868.209261126365
-1023.176831718521	1.6472123177837892	2.4448451836929537	0.0	0.06654815873243486	13868.209261126365
-1023.1767867086967	1.6472200674655195	2.444784366650262	0.0	0.06639798026262986	13868.209261126365
-1023.176839811239	1.647158594923193	2.444664858505353	0.0	0.06636585868945163	13868.209261126365
-1023.1771796937771	1.6473637034757318	2.4445626414698873	0.0	0.06592361534694494	13868.209261126365
-1023.1768366576093	1.6471915177584062	2.444616532489372	0.0	0.06635447230897112	13868.209261126365
-1023.1767923693858	1.6472704712752193	2.4448246510784197	0.0	0.06638247113235679	13868.209261126365
-1023.1767981930457	1.6471584402039146	2.4447948914571267	0.0	0.0664405749628557	13868.209261126365
-1023.1768364098031	1.6471869531293875	2.4446067277130386	0.0	0.06635928606446756	13868.209261126365
