log_likelihood	mu	sigma	rho	w	theta
-1061.096080714978	1.612027285764242	2.5829471494882834	0.0	0.0861957276660196	13626.919921107175
-1061.0957876305622	1.6119473874609525	2.5828299043268625	0.0	0.08661584687394784	13626.919921107175
-1061.095787819662	1.6119491932860146	2.58278410142714	0.0	0.08659338970023443	13626.919921107175
-1061.0957884367895	1.6119697749668598	2.582810349280882	0.0	0.0865924625059085	13626.919921107175
-1061.0957873505472	1.6119400574329463	2.5827661940303215	0.0	0.086619366737775	13626.919921107175
-1061.0957873001803	1.6119470458568268	2.5827861708937063	0.0	0.08660483830949725	13626.919921107175
-1061.0958117562334	1.6119195879073314	2.5827844741577533	0.0	0.0867360970752129	13626.919921107175
-1061.095824774286	1.6120108671582984	2.5828053743455075	0.0	0.08646663932063418	13626.919921107175
-1061.0958095977317	1.61195115282089	2.5827994975663997	0.0	0.08672989179095834	13626.919921107175
-1061.0957872123017	1.6119488522886676	2.582797710202897	0.0	0.08661491630891013	13626.919921107175
