log_likelihood	mu	sigma	rho	w	theta
-1022.9403207388262	1.6102910700074782	2.520362829208527	0.0	0.062164149002378495	13768.484618585844
-1022.9403218788445	1.6102767155406892	2.5204144405032296	0.0	0.062158060266745585	13768.484618585844
-1022.940327897303	1.610358411455705	2.520535877698998	0.0	0.062145731835844084	13768.484618585844
-1022.9403249526275	1.6103471033941212	2.520464913765549	0.0	0.0621880962610108	13768.484618585844
-1022.9403211636106	1.6102778410818541	2.5203558305618663	0.0	0.06217051590434081	13768.484618585844
-1022.940323529193	1.610307938433117	2.5203300846346166	0.0	0.062192014227290454	13768.484618585844
-1022.9403206784889	1.6102921997938813	2.520388209975725	0.0	0.0621728417077595	13768.484618585844
-1022.9403222056869	1.6102982378204267	2.5204037347589807	0.0	0.06213581697491981	13768.484618585844
-1022.9403232944497	1.6102832554426094	2.5203225104116522	0.0	0.062132530494431466	13768.484618585844
-1022.940321615344	1.6102909292640417	2.5203819392778275	0.0	0.062142190684995366	13768.484618585844
