log_likelihood	mu	sigma	rho	w	theta
-1062.8872124533923	1.634563567317642	2.4789012513745976	0.0	0.07550771210508711	14106.261633681705
-1062.8872134837472	1.6345716750613664	2.4789196849446133	0.0	0.07547757003320524	14106.261633681705
-1062.8872290912186	1.6345668328769973	2.4789922069175288	0.0	0.0754124440243891	14106.261633681705
-1062.8872597152847	1.6345240258030767	2.479270922063876	0.0	0.07552591030356329	14106.261633681705
-1062.8872382708182	1.634555006464049	2.4785937913961	0.0	0.07550257565872952	14106.261633681705
-1062.8872193545997	1.6345535824942579	2.4788435389420154	0.0	0.07544108826528806	14106.261633681705
-1062.8872130332038	1.6345562062857064	2.4788810694396197	0.0	0.07548738737519688	14106.261633681705
-1062.887216759466	1.6345237221398723	2.478899979255298	0.0	0.07547757737641604	14106.261633681705
-1062.8872124756494	1.634572827256158	2.4789253624965655	0.0	0.07550029497918401	14106.261633681705
-1062.8872124201218	1.6345684880479696	2.4789086300383367	0.0	0.07550632136245959	14106.261633681705
