log_likelihood	mu	sigma	rho	w	theta
-1040.8909067586515	1.6440243376962225	2.634272619281917	0.0	0.06744670092990135	13756.022928128305
-1040.890907396329	1.6440416313991906	2.6343256947045033	0.0	0.06742810821017062	13756.022928128305
-1040.8909081456318	1.6440564441442511	2.634352274341019	0.0	0.06742458509709473	13756.022928128305
-1040.8909062506398	1.6440388711765452	2.6343141561872647	0.0	0.06745448646093913	13756.022928128305
-1040.8909062381392	1.6440386093866342	2.6343237502933317	0.0	0.0674536857406999	13756.022928128305
-1040.8909064958716	1.64404488475095	2.634321309922742	0.0	0.0674421368713533	13756.022928128305
-1040.8909062334642	1.6440374168932386	2.634317327578825	0.0	0.06745306025137475	13756.022928128305
-1040.8909064518089	1.6440258142684874	2.6342924232563028	0.0	0.0674523920207977	13756.022928128305
-1040.890906243839	1.64403543152072	2.634321447713737	0.0	0.06745288671563356	13756.022928128305
-1040.8909068002363	1.6440294311019714	2.6343331571700457	0.0	0.06746841420576519	13756.022928128305
