log_likelihood	mu	sigma	misid	theta
-384.8376690936365	0.2768478690634223	104.26875125546738	0.004890739725034952	13979.438167779446
-384.8376691833361	0.2768607929101888	104.25465404583449	0.004890754657358733	13979.438167779446
-384.8376682902722	0.27685619444652854	104.26165214740108	0.004890588517169165	13979.438167779446
-384.83766838347947	0.2768534644080984	104.26363963735372	0.004890537745079246	13979.438167779446
-384.83766837143816	0.2768582213287903	104.26009874809856	0.0048905720666504145	13979.438167779446
-384.83766840475477	0.2768554883979363	104.26242130021735	0.004890865894112615	13979.438167779446
-384.83870841644267	0.2765569924566893	104.59061745226926	0.004882494608607544	13979.438167779446
-384.8376683209759	0.2768560322010636	104.26244729667482	0.004890559801410281	13979.438167779446
-384.8376684976376	0.2768556947957066	104.26217831754087	0.004890261058999337	13979.438167779446
-384.83766842275793	0.27685241505615743	104.26581678989858	0.004890459220512947	13979.438167779446
