log_likelihood	mu	sigma	misid	theta
-383.996923494532	0.2654223792905975	124.30799243273457	0.004137346843985309	14683.02745036988
-383.99701160982005	0.2654729990113302	124.24846834747026	0.004144951589875089	14683.02745036988
-383.99692845187604	0.2654359899551104	124.29146780163141	0.004139997873749715	14683.02745036988
-383.99692165289514	0.26543261216135905	124.29783586098624	0.004138271443914955	14683.02745036988
-383.9969216578671	0.2654333903987243	124.29634383882654	0.004138189984869948	14683.02745036988
-383.99692594799876	0.2654230731315348	124.3022688737482	0.004137542827092809	14683.02745036988
-383.99692237630484	0.265429881945754	124.30249196606302	0.004137457433124511	14683.02745036988
-383.9969221158551	0.2654382568300284	124.29030271607242	0.004138127729015021	14683.02745036988
-383.9969292907957	0.265405307145691	124.33154986867595	0.004137229121204869	14683.02745036988
-383.996921664481	0.26543074906268044	124.2991949186436	0.004137978066958902	14683.02745036988
