log_likelihood	mu	sigma	misid	theta
-384.55338398026055	0.2648954154506303	110.0264278954325	0.0038224665841549398	13560.600360413584
-384.55338453737323	0.2648920476937748	110.02787122048821	0.003822294016899582	13560.600360413584
-384.55338408377514	0.2648989527072841	110.02301002696714	0.003822683670957941	13560.600360413584
-384.5533862031333	0.26489172109470843	110.03310466554044	0.003821641411368095	13560.600360413584
-384.5533853559825	0.2648999843388104	110.02127950958915	0.0038233669372502942	13560.600360413584
-384.55341880561866	0.2648628432636852	110.05784015563515	0.003825247946904909	13560.600360413584
-384.5533840199304	0.26489445904643644	110.026915670945	0.0038224406663833325	13560.600360413584
-384.5533839635294	0.2648961222886926	110.02511729127275	0.0038225259798042458	13560.600360413584
-384.5533840924365	0.26489751119186383	110.02320201990341	0.0038227505486075355	13560.600360413584
-384.553383992095	0.2648969412359718	110.02494363759125	0.003822421983389043	13560.600360413584
