log_likelihood	mu	sigma	misid	theta
-375.17111192173155	0.2791876845909467	99.82778227120562	0.004850973848835533	13829.242510308575
-375.1710711670581	0.2792393692831932	99.79066847375043	0.004850493894827865	13829.242510308575
-375.1710921139765	0.27928412731782826	99.74827301968104	0.004850355453139466	13829.242510308575
-375.1731234582341	0.2788911274881621	100.13629237590251	0.0048233990489404376	13829.242510308575
-375.1710722496476	0.2792335994608837	99.79813283910521	0.004849993486557559	13829.242510308575
-375.17107161087705	0.2792445131171898	99.78506687268133	0.004850828774626092	13829.242510308575
-375.1710713723523	0.2792351620875249	99.79494511740012	0.004850327987058037	13829.242510308575
-375.17107355742263	0.2792390651071943	99.79576230578792	0.004850724385905285	13829.242510308575
-375.17107449777683	0.2792570715378339	99.77390572056551	0.00485114532141998	13829.242510308575
-375.17122800110286	0.2793126291714976	99.72420201211895	0.004859444314366925	13829.242510308575
