log_likelihood	mu	sigma	misid	theta
-400.205958265466	0.2562142547902464	111.13980079933393	0.0039697175796746505	13038.622379235923
-400.2059584257573	0.2562161211894014	111.13780776386774	0.003970048043581048	13038.622379235923
-400.2059588431942	0.25620548487639855	111.15207403715787	0.003969618285221514	13038.622379235923
-400.2059651828953	0.2561906181217749	111.17166547581283	0.003968932854223661	13038.622379235923
-400.2059581193233	0.25621247977037104	111.1431194156217	0.003969757343683561	13038.622379235923
-400.20598141152146	0.25619097197010976	111.1541977722251	0.003970281191647587	13038.622379235923
-400.2059581775083	0.2562141934190856	111.14061666867298	0.003969891976298922	13038.622379235923
-400.20595814229057	0.2562125336355192	111.14377908422945	0.003969718353947407	13038.622379235923
-400.2059581333851	0.2562144285244163	111.14094648654383	0.00396976593964383	13038.622379235923
-400.20595956412325	0.256205886409251	111.15123288220869	0.0039690268804505125	13038.622379235923
