log_likelihood	mu	sigma	misid	theta
-392.03010757823114	0.24640854028033235	145.01799637292643	0.003591424344250551	13581.732320153968
-392.03010751651584	0.24640489960525194	145.02249252097107	0.0035914217932929778	13581.732320153968
-392.030107025422	0.2464012928829148	145.03235192902554	0.0035907768971676123	13581.732320153968
-392.03018003065034	0.2464671470812191	144.90884269558117	0.0035940336399845644	13581.732320153968
-392.0301084984041	0.24640954052532515	145.01347135278866	0.003591248484580593	13581.732320153968
-392.03010675240864	0.24640179305181825	145.031198098487	0.0035911222034430467	13581.732320153968
-392.0301067562702	0.2464023013941432	145.03053261228783	0.003591116216078193	13581.732320153968
-392.0301082765787	0.24639195724495852	145.0462728314122	0.0035912296015936105	13581.732320153968
-392.0301085092976	0.24639393752587357	145.04616807867254	0.0035916150625118254	13581.732320153968
-392.03010800205544	0.2463979202108372	145.036880566241	0.003590387223337909	13581.732320153968
