log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-1082.5602789281147	0.22995297271877987	0.13578876155462039	0.2544337895859433	0.8974802238808924	0.8529221967236355	0.0	0.10202721303158566	0.0064276813752939775	5495.338490591776
-1083.3030033334198	0.20472394744190567	0.1621495950446647	0.2572214851386657	0.8928443023638197	0.8650246820015715	0.0	0.10305989170641143	0.007417152883723072	5492.080691780482
-1094.7480868118478	0.25636903361895613	0.12509450136985956	0.27753894250946115	0.8784778872362002	0.8943773140646466	0.0	0.11577038828819879	0.011489373503351451	5399.17911744388
-1082.8949309413906	0.22137752622658477	0.13966558431091627	0.24358505390621135	0.9097903021306423	0.8441186889099721	0.0	0.1030017172565745	0.006019895418631075	5526.092174043079
-1115.8201455678347	0.21322333194232382	0.12285049250186639	0.25847710487462955	0.7849034033022751	0.6789811441315352	0.0	0.08845356263848386	0.005212613929255396	5793.977524212389
-1084.8754839028973	0.10994783423535726	0.23441224715227238	0.2395250334253902	0.9011784056176273	0.8360433208905477	0.0	0.09170933420567362	0.004752558508255872	5629.702132117451
-1122.000370850883	0.32002250209624067	0.09217992028586124	0.39480107638356077	0.7622514528646444	1.0267675761750084	0.0	0.11085098928761958	0.006159056716303129	5211.366454805439
-1089.0920471922673	0.1442393248221288	0.23672261350286075	0.28692873501048066	0.8718730400441399	0.9342845351109187	0.0	0.09979203397007133	0.00801243931041091	5385.519277485976
-1082.7415348181307	0.2540525504617356	0.11045871343196258	0.2522713050173096	0.8966235304277902	0.8259387687496345	0.0	0.10483081614576951	0.006439667710774054	5508.132180745723
-1082.7344854784164	0.1530122419782811	0.2101805410362179	0.2538842815459893	0.8915307829523071	0.8725982782990646	0.0	0.1037496844214711	0.006673855609588706	5516.702575798643
