log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-1126.292274775135	0.16801166470564524	0.19770793030228806	0.2970428708702388	0.872414330857793	0.9406874304977302	0.0	0.06620205735431411	0.0055028420180361845	5415.531442707219
-1254.4905155907254	0.1222263002055278	0.1546584829344503	0.21988107647154384	0.8147672855396748	0.6726507685569845	0.0	0.01	0.00923960561163671	6092.823842843462
-1133.608429104968	0.09223991087722361	0.2571602530298376	0.2597988597066404	0.9584205077414982	0.9153478708049874	0.0	0.05835230588946381	0.008877303489356843	5486.363716562063
-1214.7518461542895	0.12156308332748607	0.27845802811931847	0.3164534621259045	1.1336997526074524	1.16671617699663	0.0	0.03480579036532063	0.005860581887501925	4989.250129493086
-1127.0694932950219	0.35652303686921655	0.018012098024993733	0.32140694188198443	0.8281330836532778	0.8509790405950256	0.0	0.07664468714240918	0.007927055861866202	5369.595555128151
-1156.5563284927262	0.1271181532433076	0.24730124165996253	0.2885997571861641	0.8885545041378269	1.035219193298841	0.0	0.08424774465264177	0.01514447689271363	5324.372745347139
-1131.7055112451526	0.090040953123355	0.2745571621643094	0.3118528872713296	0.8224436865230904	0.9394462355269451	0.0	0.0731925934776762	0.010789308610460303	5445.282523842718
-1127.2423574346687	0.18933208385025138	0.1789655968314057	0.3266722757751847	0.8184962699794485	0.9377918267553849	0.0	0.0689834275145412	0.008734294895510284	5410.953502947983
-1152.405265739496	0.3046260335017298	0.04146424860130098	0.24561282680575114	0.8745646480418366	0.6110187986306734	0.0	0.08676245345147986	0.004702994267720026	5637.157156738776
-1129.476514273266	0.21630715680245372	0.1530767613491454	0.27896696142944605	0.8647299872269014	0.9191895888414621	0.0	0.09563843089291586	0.008737424048429976	5443.5735332127515
