log_likelihood	mu	sigma	rho	w	misid	theta
-9386.286350986644	1.4426736257165764	2.274803709331919	0.0	0.048014888745424214	0.003081413635894378	13599.58631797329
-9386.286368262667	1.4427464522329247	2.2747110629711975	0.0	0.04796670518468922	0.0030810322951416932	13599.58631797329
-9386.286344723343	1.442775616809343	2.2746734069562677	0.0	0.04808315126684606	0.003081076575027866	13599.58631797329
-9386.286333301008	1.4427435450448876	2.274775464703268	0.0	0.04806749598122235	0.003081181059593681	13599.58631797329
-9386.286334736753	1.4427386608400061	2.2747092139213803	0.0	0.048038041042311394	0.00308051452470482	13599.58631797329
-9386.286330921677	1.4427350406728492	2.274747192115999	0.0	0.04804893625295251	0.003081094896803274	13599.58631797329
-9386.286331755853	1.442723763164828	2.274735995188516	0.0	0.048051673962212715	0.0030813703173115242	13599.58631797329
-9386.286331078565	1.442735408690971	2.2747410612461985	0.0	0.04804398507197917	0.0030811166725263116	13599.58631797329
-9386.286355164659	1.4427198156595866	2.2745507336385073	0.0	0.04803442977714209	0.0030803428808723835	13599.58631797329
-9386.28633093223	1.4427372670944125	2.2747463385112683	0.0	0.048048918149979025	0.003081065130157305	13599.58631797329
