log_likelihood	mu	sigma	rho	w	misid	theta
-9261.946219961692	1.4559764829490012	2.1559490579774545	0.0	0.03851113414437472	0.0032425532507447245	13835.549011491255
-9261.946208704854	1.455933001489595	2.155798295512503	0.0	0.038515665549021666	0.003243182425466503	13835.549011491255
-9261.946206939108	1.4559417482365564	2.155830616974512	0.0	0.03852635778590497	0.00324294230006573	13835.549011491255
-9261.946208695254	1.4559120278242814	2.15582246332078	0.0	0.03854505396329419	0.0032428523296912266	13835.549011491255
-9261.946206889024	1.4559406996269397	2.1558106538951227	0.0	0.03853062791610955	0.0032429030306968037	13835.549011491255
-9261.946207405248	1.455943395187862	2.155811773973162	0.0	0.038536232636145216	0.003243114890874803	13835.549011491255
-9261.94620716907	1.4559293123227097	2.1558494934875228	0.0	0.038527593505949545	0.0032427764856777356	13835.549011491255
-9261.946206675144	1.4559333700235704	2.155822050600934	0.0	0.03853099031545915	0.0032428418005085564	13835.549011491255
-9261.946208084068	1.455922195758103	2.155781504296461	0.0	0.03853259242963557	0.0032427389703798726	13835.549011491255
-9261.946213976269	1.4559458291080245	2.155712489641613	0.0	0.03852615243772609	0.00324283253555208	13835.549011491255
