log_likelihood	mu	sigma	rho	w	misid	theta
-9324.989105903416	1.4404505519058772	2.172908049665734	0.0	0.04551489159637717	0.0033467427129208827	13789.356378546097
-9324.989108000314	1.4404656799262379	2.1728601570336434	0.0	0.04550879644511094	0.0033469435806196056	13789.356378546097
-9324.989105900924	1.4404495841382152	2.172912229912428	0.0	0.04551711928143129	0.003346709174042167	13789.356378546097
-9324.989106139841	1.4404611721526632	2.172900844907898	0.0	0.04551738662523972	0.0033466854248028	13789.356378546097
-9324.989105895536	1.4404505542581583	2.172912342271597	0.0	0.04551612535093752	0.003346763071716878	13789.356378546097
-9324.989117359466	1.4404651664435664	2.172965525149381	0.0	0.04554196374809125	0.0033477396380969834	13789.356378546097
-9324.989110809629	1.4404876438881644	2.1729449637282294	0.0	0.04553157524598541	0.0033464724226153486	13789.356378546097
-9324.989116929048	1.440454934965924	2.1727661124554154	0.0	0.04552322964591262	0.0033471636458099452	13789.356378546097
-9324.98910842327	1.4404664431605798	2.172889814393052	0.0	0.04549993880217066	0.0033470764952279594	13789.356378546097
-9324.989106764726	1.4404411735455651	2.1728942186655815	0.0	0.04550710655779638	0.0033467008406349538	13789.356378546097
