log_likelihood	mu	sigma	rho	w	misid	theta
-9358.839256877116	1.455938187166669	2.281747538206109	0.0	0.04054094393866501	0.0027599655066135624	13659.390577865213
-9358.83924033595	1.4560138964560998	2.281946577970676	0.0	0.04059190980493119	0.002759633262694273	13659.390577865213
-9358.8392325132	1.4559835303458855	2.2818106378292455	0.0	0.04058209170566876	0.002759360671580389	13659.390577865213
-9358.839232814147	1.4559881015437965	2.2818279840291584	0.0	0.04058816683138912	0.002759700098767562	13659.390577865213
-9358.839247658698	1.4560003045431675	2.2819712786963167	0.0	0.040603011361271736	0.0027584781738097873	13659.390577865213
-9358.83923375766	1.4560199390835906	2.281829568148558	0.0	0.040586858714704	0.002759532408555872	13659.390577865213
-9358.839402171394	1.4558852086618002	2.281671521266823	0.0	0.040499602630676444	0.0027628336040407225	13659.390577865213
-9358.83923479844	1.456011238632198	2.281829537702384	0.0	0.0405837862582861	0.002759917720788533	13659.390577865213
-9358.839234522296	1.455972623904583	2.281786045333927	0.0	0.04058484411699756	0.0027597905308490624	13659.390577865213
-9358.83923518111	1.4559600487362754	2.2817966497655915	0.0	0.04058957793852084	0.0027591366873089725	13659.390577865213
