log_likelihood	mu	sigma	rho	w	misid	theta
-9325.97449960045	1.445538135130091	2.2171774870544327	0.0	0.03125200506896102	0.0034439045000048945	13524.796214890659
-9325.974500736487	1.4455540421303772	2.21713452609401	0.0	0.03124181440364958	0.0034439204467908158	13524.796214890659
-9325.974500882823	1.445563036301906	2.2171878672140592	0.0	0.03125314790666666	0.003443725744474269	13524.796214890659
-9325.974499442054	1.445543617501733	2.217175041178071	0.0	0.03124774719308225	0.0034438840323025846	13524.796214890659
-9325.974499807335	1.4455428768393868	2.2171753646178414	0.0	0.03124216481722629	0.003444081199974242	13524.796214890659
-9325.974502280002	1.445543316406674	2.217141302151507	0.0	0.03123344457549357	0.0034435329432735305	13524.796214890659
-9325.974505901313	1.445505956832818	2.217123362170395	0.0	0.031240505023131852	0.0034433907818831842	13524.796214890659
-9325.974505864362	1.445550327997997	2.217218579071804	0.0	0.031243935080899333	0.0034448086133172613	13524.796214890659
-9325.974532623517	1.445538870369451	2.2171206376239474	0.0	0.031186742188604278	0.003445050259315814	13524.796214890659
-9325.974499578278	1.445542390402375	2.2171766805380835	0.0	0.031252528613093036	0.0034439415158215364	13524.796214890659
