log_likelihood	mu	sigma	rho	w	misid	theta
-9361.007817214355	1.4373502721750926	2.1850935995578924	0.0	0.04234413015721772	0.0026792255088798535	13840.465963588093
-9361.007814621376	1.43734847176978	2.185099929709811	0.0	0.042360762851498916	0.0026787320676178745	13840.465963588093
-9361.007815179171	1.437339937434226	2.18507504857028	0.0	0.04235391130047514	0.0026788483778724314	13840.465963588093
-9361.007815620847	1.4373545035927149	2.185135436378226	0.0	0.04235457796723647	0.002678567039588995	13840.465963588093
-9361.008351867858	1.437277584095633	2.185202714029397	0.0	0.04266722142094677	0.0026757368466207875	13840.465963588093
-9361.007817053054	1.4373757495979251	2.1850774226625433	0.0	0.042348815797648216	0.0026785041541557875	13840.465963588093
-9361.007833452119	1.437343280790505	2.1849460061481762	0.0	0.042316054327060384	0.0026789875583556892	13840.465963588093
-9361.007817727383	1.4373383824442227	2.1850942226163026	0.0	0.042340971990275214	0.0026791322317359406	13840.465963588093
-9361.007820689803	1.4373615195945286	2.185046771266148	0.0	0.04237321529336123	0.0026781460614993557	13840.465963588093
-9361.007815518456	1.43733845633325	2.1851054743756357	0.0	0.04235363268062615	0.0026789376734776015	13840.465963588093
