log_likelihood	mu	sigma	rho	w	misid	theta
-9308.328123855877	1.4399742405449811	2.2501234840236295	0.0	0.010094245029593687	0.002707689726654785	13581.610206778838
-9308.328133765099	1.4399110200671466	2.2501045171208602	0.0	0.010143078410842018	0.0027067659806317423	13581.610206778838
-9308.32811956891	1.4399413176530482	2.2501141049886715	0.0	0.010106615278959615	0.0027074750863336438	13581.610206778838
-9308.328118805253	1.4399428763138067	2.250070137031236	0.0	0.010104723312059598	0.0027073153839390135	13581.610206778838
-9308.328142376466	1.439984346904044	2.25018925701107	0.0	0.010073207629147794	0.0027081026379770067	13581.610206778838
-9308.328129837124	1.4399639152806718	2.2500888950480964	0.0	0.010108509979983632	0.0027084867080216686	13581.610206778838
-9308.328119659702	1.4399440036513727	2.2501202611290556	0.0	0.010108493419010387	0.0027074413925391684	13581.610206778838
-9308.328119007372	1.4399452104772275	2.250083325003223	0.0	0.010111106112539067	0.0027071850162974417	13581.610206778838
-9308.328127724737	1.43990486292716	2.250091906578285	0.0	0.010084049141005266	0.002707575815197947	13581.610206778838
-9308.32812410356	1.439965270910875	2.2501657631278236	0.0	0.010118772713078358	0.002707465483874394	13581.610206778838
