log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1523.485990980908	0.18895786310682244	0.18752158880489014	0.2815256159720397	0.8502791142199214	0.9007596509648503	0.0	1.303989202356393	5479.291621096876
-1519.8998653572746	0.0041083092118171256	0.35367962350475146	0.270156895745221	0.8517942338154573	0.8935379365878764	0.0	1.3110034905660812	5585.395098149647
-1519.7303326745898	0.001	0.36128131054108586	0.27392088721970115	0.8505124205471152	0.900452564563301	0.0	1.3096196458796356	5561.970239178149
-1524.343032595445	0.21830496186462683	0.16175420915500133	0.2864249981676509	0.8433784862234976	0.8952286321872124	0.0	1.3070415083956732	5467.191356072386
-1530.1988910561017	0.3739647410026654	0.020751872129644543	0.2896248202494492	0.8418351946428653	0.7657452376958357	0.0	1.3108874203000611	5390.994968794334
-1521.615450688588	0.11286335134185078	0.2568300322404144	0.276600388203683	0.8497339168977616	0.8985627062177108	0.0	1.30950188002213	5522.1820334067625
-1520.5822163277273	0.05716453218532507	0.3095061742999673	0.2776422765643411	0.8495035208941873	0.9003753041038631	0.0	1.3069817308998435	5537.503610885553
-1521.770789416847	0.11933551607851192	0.2499122542079489	0.27607333465505157	0.8525297507102926	0.8972499301417338	0.0	1.3083331964780394	5521.5612730949815
-1519.7304006985642	0.001	0.36085158106884163	0.273400839975881	0.851872663298085	0.8999791257075004	0.0	1.308597974902738	5563.184545680569
-1520.870568741334	0.0735822292869165	0.29335600051327954	0.280020821012373	0.8450719918766826	0.8996670067256056	0.0	1.3063121642747668	5535.196647378825
