log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1542.2802622875806	0.17144020207461774	0.19562989667221872	0.2983065508896652	0.779832008832098	0.8729664611871785	0.0	1.5168200507397311	5542.00363447505
-1542.1549178827702	0.14140792270175725	0.22299334486237724	0.29687970106884176	0.7835034178584593	0.8779316342835414	0.0	1.5092944826867847	5550.8958425513
-1542.1478592340868	0.14037111070515537	0.22419353598388042	0.2962731455697123	0.783730228565699	0.8768847067627559	0.0	1.5128711095801748	5552.469477852381
-1542.5417547300385	0.18932526432308666	0.17914241749939616	0.2889164769857143	0.7907927801547378	0.8691922457658643	0.0	1.52106769174519	5536.847011872122
-1542.3672752007392	0.08839303328563382	0.27222844110221345	0.29323855999874077	0.7857379243484542	0.882609615743033	0.0	1.5120698908903576	5571.527668500635
-1542.4206556926174	0.18632227577667954	0.18300623820771547	0.2970341476502604	0.7840849712198171	0.871921973122565	0.0	1.5148679101854012	5530.268111140082
-1544.105506702866	0.25451186047062013	0.11893225471829365	0.2928105748678459	0.7860746143149754	0.8520023259689576	0.0	1.5219011667494908	5510.609599417581
-1542.1473650542857	0.1410546877019315	0.22366028739992747	0.29544502845685466	0.7845589900315135	0.8772582113228394	0.0	1.513730213262324	5551.779501111218
-1542.2224590308824	0.11080732183651625	0.25122328579918374	0.295440436127351	0.7840158101263507	0.8790308181935136	0.0	1.512725862010225	5565.315530077667
-1542.1493034912967	0.14153880130613664	0.22367981992838024	0.2951847772864254	0.7851131899522558	0.8780452405601651	0.0	1.51433345853549	5549.524312071524
