log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1543.1169224225926	0.23656338115693432	0.12711382467110066	0.3457174027319103	0.8011530802860134	0.8543393079507533	0.0	1.1032426075358632	5464.328630081507
-1541.8969508747464	0.1293317175134893	0.22563112275926375	0.340140297343088	0.8031690640275175	0.8751213849946734	0.0	1.0986320436051247	5510.112098762063
-1541.8904674270384	0.12757698608124052	0.22741401426638236	0.34083781430791493	0.8030954646229467	0.8757382574889948	0.0	1.0981746880809278	5509.260887654635
-1541.8509038691955	0.06844027856814977	0.28259541816069783	0.3360380952762623	0.8069444293756728	0.8820409116696466	0.0	1.0963697076886907	5528.695617161312
-1541.83490838291	0.10734032693139148	0.24576800070276703	0.33919632867856025	0.8027601911961088	0.8772810639633046	0.0	1.0982704322662036	5519.712437785013
-1541.9311682241387	0.13661537451656336	0.21899556421915575	0.3405898728495945	0.8027431304253573	0.8749121858484268	0.0	1.0995867260514185	5506.622188246709
-1541.8312534245797	0.09936366119315372	0.2538001383198218	0.3394384052725539	0.8018837065247961	0.8782346219643407	0.0	1.1010195692359395	5521.179116612293
-1541.8434326208717	0.11148322161135374	0.2425237382706403	0.3409660302428808	0.8019889702128372	0.8779113410393482	0.0	1.097804710716098	5514.606145425217
-1541.8220426695325	0.0934640612140746	0.2591003578637143	0.33956101399844196	0.8033004169155133	0.8797063370220654	0.0	1.096412767526358	5521.082299165489
-1544.4183741151328	0.2922262431176326	0.07646685662346375	0.34331131559790007	0.8029237360810972	0.8263815536008572	0.0	1.1085091076947575	5438.667048450743
