log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1495.400095000917	0.20575826431033575	0.19361890927942021	0.3565941903052136	0.7762795924821452	0.9278209020837809	0.0	1.4628058378761968	5306.482112928084
-1494.431380509774	0.06435948630949855	0.3262472770305775	0.35518500310607043	0.7740149213200077	0.9295957647051296	0.0	1.4603644476912725	5347.502825753643
-1495.2336647530453	0.18633105052771934	0.21124296143448396	0.3559199125587022	0.7775140170997397	0.9281567907793321	0.0	1.4576910001285055	5312.587786381966
-1495.48783680666	0.21509845342596765	0.18507652259351018	0.3601501512655481	0.772906970973712	0.9273504494555794	0.0	1.4628737365322915	5303.5058821390485
-1494.9036405814263	0.1474282267823114	0.24861499752608912	0.35632282730310294	0.7744534428663585	0.9290794546196931	0.0	1.4635099782863097	5323.870803448773
-1497.26156819258	0.34655712203195765	0.06369257650319472	0.3607814262870732	0.7736837600358425	0.9053859728321346	0.0	1.4683167926363425	5259.603255963621
-1495.6058910686975	0.22612904888626145	0.17478133047935654	0.36037064471574254	0.7715910849050417	0.925728985822143	0.0	1.4641734275445977	5302.206297903002
-1495.6187971468612	0.22700517547051108	0.17383341225339133	0.3621195303309252	0.7715673453185887	0.9270028696450485	0.0	1.4611176334398497	5299.609087627655
-1495.3450216150675	0.20068004368562037	0.19893404803560985	0.3602901518751951	0.7722640200471231	0.9280277127788414	0.0	1.4635897757273768	5307.211934636928
-1495.6459049721766	0.22999284870852066	0.1713559391332383	0.3595121187906825	0.7744661633170465	0.9269367234346741	0.0	1.4625357775325036	5297.687243516229
