log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-1519.2166995863352	0.024279065052067127	0.31884311512581587	0.3194052313781522	0.8427365405900215	0.8941320241728419	0.0	1.358606953567343	5544.573808158287
-1521.7469699553421	0.21477623269518206	0.14141578951726363	0.32729338649400286	0.8365262736437875	0.8753723998895563	0.0	1.3657547832132444	5475.540763681705
-1520.869572590737	0.17566397122327648	0.17892548783920892	0.3256430361476024	0.834884125639084	0.8832663283910421	0.0	1.3684693722110084	5489.989758185344
-1521.7515654969977	0.21382986831919648	0.14274376538528352	0.32201917936186214	0.8400826514402605	0.876711087964894	0.0	1.3726190562729699	5476.810692188185
-1519.5392166174222	0.0797061915355649	0.2666421807044386	0.32383706569808257	0.8387302065848838	0.8907048650768603	0.0	1.3580354089647195	5527.253462779049
-1519.2197887837374	0.02497647959988184	0.31780644519602735	0.318806773815521	0.8438488388492964	0.8933137900126223	0.0	1.3574905242136563	5546.003215349994
-1519.727338207514	0.09988078831441147	0.24777267837536932	0.32291672996560006	0.8392919832376927	0.8885212034906956	0.0	1.3610801862555066	5522.137454869384
-1523.3374086472809	0.27407577888457585	0.09029106201431782	0.3233352667090191	0.8373327741888322	0.8578612234880407	0.0	1.3810408591121286	5444.745007416245
-1519.988662508838	0.12140978831035452	0.22794427170364245	0.32134284106973016	0.8403194091377301	0.886710038989149	0.0	1.3646162772403192	5515.2172189660005
-1519.20742892839	0.021350052345059874	0.32118849240415626	0.318558535443531	0.8435976935022003	0.893647474925187	0.0	1.3579005409923546	5547.404046047669
