log_likelihood	mu	sigma	rho	w	misid	theta
-1021.6311595960992	1.6527860908400223	2.464765339275003	0.0	0.07908826285884882	0.0034422562888750644	13738.34622647944
-1021.6312134766051	1.6528068012739192	2.4644899845183974	0.0	0.07912488438664289	0.003439492027171084	13738.34622647944
-1021.6311646939153	1.6527576937140644	2.464781098645728	0.0	0.07910506216654806	0.0034407465182368807	13738.34622647944
-1021.6362480212306	1.6526607829168123	2.464203185512746	0.0	0.08095067757344179	0.0034552325142851096	13738.34622647944
-1021.6311652528193	1.6527285638924283	2.464693695302827	0.0	0.07903332902008245	0.0034420826305009357	13738.34622647944
-1021.6311610210452	1.6528068004793306	2.4648473176173815	0.0	0.0790746946652165	0.0034424341248419374	13738.34622647944
-1021.6311950729166	1.6527645199066363	2.4648432088034458	0.0	0.0792315394876468	0.003442310028985978	13738.34622647944
-1021.6311943853118	1.6527827979197969	2.464707097674465	0.0	0.07892058874670228	0.003443320293786438	13738.34622647944
-1021.6312349823448	1.652824010616263	2.4651220618083687	0.0	0.07925921468848433	0.003440213067005118	13738.34622647944
-1021.6311610494303	1.6528093725201427	2.4648120259657147	0.0	0.07908203839513128	0.003442730044773649	13738.34622647944
