log_likelihood	mu	sigma	rho	w	misid	theta
-997.0162470134283	1.6332253230715779	2.3972671657371	0.0	0.0811590877909685	0.0035804946999515295	13645.454648834258
-997.0163248764145	1.6331981305215058	2.397524702131912	0.0	0.08140262405196609	0.0035758551368546775	13645.454648834258
-997.0162305487543	1.6331667904269875	2.397294482936353	0.0	0.08115086480561934	0.0035776371039281628	13645.454648834258
-997.0162699438531	1.6330553176224871	2.3969660997242057	0.0	0.08110364370480021	0.0035798356729306296	13645.454648834258
-997.016286800351	1.6331385296160708	2.3972768230933097	0.0	0.080989719399448	0.0035749095325525223	13645.454648834258
-997.0162312257564	1.6331732480255814	2.3973025152912064	0.0	0.08114006728714253	0.0035775389190432706	13645.454648834258
-997.0162389990965	1.6331901501331814	2.397460893042369	0.0	0.08114326753789827	0.003578249729034533	13645.454648834258
-997.0162309293968	1.6331703788885015	2.3972934348900505	0.0	0.08118683067772303	0.003577584955768974	13645.454648834258
-997.0162311276622	1.6331917849758975	2.3973239074254913	0.0	0.08115875556286312	0.003578066875556524	13645.454648834258
-997.0162309464968	1.6331635744464645	2.397291873208954	0.0	0.08118820719975352	0.0035776076705095992	13645.454648834258
