log_likelihood	mu	sigma	rho	w	misid	theta
-1033.1865670549928	1.6415269242162447	2.672595169952549	0.0	0.06916957522540522	0.001843731162923201	13538.828606768047
-1033.186566051485	1.6415007778956967	2.672560458802325	0.0	0.06915894026832119	0.0018442946383879107	13538.828606768047
-1033.1865693939471	1.641533147595679	2.672538025963425	0.0	0.06917978792230856	0.0018438556404288247	13538.828606768047
-1033.1865659111413	1.6415124667143224	2.6726062267996906	0.0	0.06915473577932738	0.0018438762796632367	13538.828606768047
-1033.1865708981995	1.6414747224923805	2.6724125764353563	0.0	0.06912546550056603	0.0018438563619561322	13538.828606768047
-1033.1865657680473	1.6415174512782722	2.6725811987006707	0.0	0.06915317627707318	0.0018437752798712743	13538.828606768047
-1033.1865779974946	1.6415193320116868	2.672704451353989	0.0	0.06921893908326948	0.0018434657428631077	13538.828606768047
-1033.1865656914813	1.6415024708410006	2.6725645415057415	0.0	0.06915039030369298	0.0018441240197538857	13538.828606768047
-1033.1865703412234	1.6415097059752146	2.672669134930074	0.0	0.06916421715899274	0.0018448415274324235	13538.828606768047
-1033.186567710095	1.641497143249973	2.672544312724441	0.0	0.06917808797669986	0.0018437085163867995	13538.828606768047
