log_likelihood	mu	sigma	rho	w	misid	theta
-1045.8826957771312	1.5970415605312853	2.566802261868324	0.0	0.09596202055775527	0.002954472809816588	13335.93517607229
-1045.882693891243	1.5969974287292696	2.5667003924055125	0.0	0.0959590055421824	0.0029544244371427207	13335.93517607229
-1045.8826962691815	1.5970268862339463	2.5667444358163722	0.0	0.09592837517887436	0.0029550058529187926	13335.93517607229
-1045.8826938837124	1.5970056051794563	2.56671019337948	0.0	0.0959505013466211	0.002954574007108926	13335.93517607229
-1045.882693932385	1.5970131857785095	2.566710283804427	0.0	0.09595093081490459	0.0029545386543972274	13335.93517607229
-1045.882715655176	1.5970480344428817	2.5666204872373948	0.0	0.0960510775582494	0.0029551652412715223	13335.93517607229
-1045.8828332804194	1.5968496249415134	2.56639163197817	0.0	0.0957166093971197	0.0029536195113112414	13335.93517607229
-1045.8826965872822	1.596970978840039	2.566674491360373	0.0	0.0959427199700585	0.0029551146682123943	13335.93517607229
-1045.882742797048	1.5970206045365598	2.566717988330433	0.0	0.0960891518845784	0.0029587558673074186	13335.93517607229
-1045.8826941603038	1.5969884580790357	2.5666958894623897	0.0	0.09596513613126353	0.0029546423036269044	13335.93517607229
