log_likelihood	mu	sigma	rho	w	misid	theta
-1010.0020745906036	1.6016553415119306	2.527062769910509	0.0	0.07002453929809464	0.002544504421420377	13509.976778990624
-1010.0020739372699	1.6016569913159544	2.5270872733199607	0.0	0.07001361762285577	0.002544990329041721	13509.976778990624
-1010.0020752333255	1.6016356061494947	2.5270496527508057	0.0	0.07002955505229863	0.0025445800358729447	13509.976778990624
-1010.0020817393772	1.6016575563552171	2.5271254516070623	0.0	0.07004862068542114	0.0025430202249705834	13509.976778990624
-1010.002122873059	1.6016006201287265	2.5269948938470823	0.0	0.07016554754415338	0.002543243853826126	13509.976778990624
-1010.0020743967757	1.6016546633408175	2.5270918003354104	0.0	0.06999856717854992	0.0025446652371559743	13509.976778990624
-1010.0020833940042	1.6017106772219774	2.5272084899978458	0.0	0.06995990170277303	0.0025449882323143346	13509.976778990624
-1010.0020742522671	1.601669298506288	2.5270878036757094	0.0	0.07001106889641791	0.0025451648225214597	13509.976778990624
-1010.0020808691036	1.6016320313413812	2.527077392351964	0.0	0.07007267774239552	0.0025457891035828312	13509.976778990624
-1010.0021252972492	1.6015367928975064	2.5269048430170526	0.0	0.06989342772697055	0.002546267902601011	13509.976778990624
