log_likelihood	shape	scale	theta
-1508.0592719836366	0.2651800505230461	125.08362646015291	14416.751525765343
-1508.0592719859415	0.26518004429191294	125.08345266242526	14416.751525765343
-1508.0592720143245	0.26517911020662444	125.08455371425529	14416.751525765343
-1508.0592719839503	0.2651800122589626	125.08370613961853	14416.751525765343
-1508.0592719850856	0.2651798481570151	125.08389773523822	14416.751525765343
-1508.0592721280718	0.26517788360782035	125.08589347867195	14416.751525765343
-1508.0592719997808	0.26518040133499166	125.0835266163338	14416.751525765343
-1508.059272405633	0.2651840766841592	125.07745329528389	14416.751525765343
-1508.0592732892105	0.2651730021555159	125.09422260204167	14416.751525765343
-1508.0592719840174	0.2651800831198344	125.08348524657015	14416.751525765343
