log_likelihood	shape	scale	theta
-1530.8862324006677	0.26911862383200186	120.31671606393125	14648.035726573426
-1530.8862333267348	0.2691173875418025	120.3209986296989	14648.035726573426
-1530.8862358181236	0.26912560704430577	120.31278665189325	14648.035726573426
-1530.886232463542	0.2691199340633893	120.31568135088267	14648.035726573426
-1530.886232391904	0.26911915225051414	120.31590452941562	14648.035726573426
-1530.8862324994143	0.2691175178110358	120.31861510718554	14648.035726573426
-1530.8862323997491	0.26911860671127863	120.31668626456229	14648.035726573426
-1530.886232418764	0.26912017394304333	120.31481529669821	14648.035726573426
-1530.8862323935964	0.2691190019961627	120.31598423928979	14648.035726573426
-1530.8862323936892	0.2691188873113618	120.31627517658197	14648.035726573426
