log_likelihood	shape	scale	theta
-1478.740079939007	0.2822183760624692	100.35306092508331	14474.009250627314
-1478.7400797618081	0.28222185923901016	100.3502239238998	14474.009250627314
-1478.740079953659	0.2822231532616189	100.34985863154503	14474.009250627314
-1478.7400819177733	0.28222793094905685	100.34721350887892	14474.009250627314
-1478.7400799559186	0.2822179617389556	100.35413537999418	14474.009250627314
-1478.7400797730377	0.2822200969027014	100.35205919967588	14474.009250627314
-1478.740079828147	0.2822229528495801	100.34897526603719	14474.009250627314
-1478.7400797924838	0.282219681028459	100.35243145060345	14474.009250627314
-1478.740079749511	0.2822210801270942	100.35097093416569	14474.009250627314
-1478.7400797546256	0.282220608277188	100.35147378523327	14474.009250627314
