log_likelihood	shape	scale	misid	theta
-1403.9311490713021	0.2588715131227147	123.08017692918602	0.00114303960376418	13529.238305080997
-1403.9311275844348	0.25889563657236214	123.03668441025239	0.001143816921136252	13529.238305080997
-1403.9311256032233	0.2588872631117424	123.05140771777717	0.0011439182111888351	13529.238305080997
-1403.9311268968363	0.2588856981868076	123.04961299689924	0.0011437743141199824	13529.238305080997
-1403.9311311172642	0.2588745387128843	123.0705033348309	0.0011437578883498872	13529.238305080997
-1403.9311256700285	0.25889138855906463	123.04508665502736	0.0011439215392638408	13529.238305080997
-1403.931125507335	0.2588889221173455	123.04850309731705	0.0011439131667507591	13529.238305080997
-1403.931125557626	0.2588891723784206	123.04749955490524	0.001143897750752769	13529.238305080997
-1403.9311276153094	0.25889026406926274	123.04293205118265	0.0011436939140174423	13529.238305080997
-1403.9311963435123	0.25891469243196474	123.03762238010731	0.0011434294728316	13529.238305080997
