log_likelihood	shape	scale	misid	theta
-1475.7597083104374	0.2676417898808754	116.43491159617096	0.001785290175052857	13770.053446456857
-1475.7597085017069	0.26763927126013065	116.4363963278905	0.001785375812991014	13770.053446456857
-1475.7597107668125	0.2676428817017442	116.42870744665609	0.001785337613045252	13770.053446456857
-1475.7597086119147	0.267641419161243	116.43466035001764	0.0017854400917855645	13770.053446456857
-1475.7597134747425	0.267647550698645	116.42620505727552	0.0017858688632202758	13770.053446456857
-1475.759713314863	0.2676324075409221	116.44050909174716	0.0017855195382307564	13770.053446456857
-1475.7597081994704	0.2676389669392157	116.43830655636215	0.0017852468619174492	13770.053446456857
-1475.7597083037133	0.2676375684964885	116.43984388361439	0.0017853079795818868	13770.053446456857
-1475.7597081807603	0.26763956083967483	116.43731266433147	0.0017852595379879157	13770.053446456857
-1475.7597128296206	0.2676313276582886	116.44930640642637	0.0017857349558502275	13770.053446456857
