log_likelihood	shape	scale	misid	theta
-1450.643872732067	0.2693848947506702	118.10030511599469	0.0016486468166799625	13917.262042777038
-1450.6439282519975	0.2694369094642822	118.031838919625	0.001649423094681796	13917.262042777038
-1450.643877254758	0.2693968966408383	118.08950076916985	0.001649160116395531	13917.262042777038
-1450.6438744136472	0.2693844693454232	118.0969843040076	0.001648742602753555	13917.262042777038
-1450.643873423091	0.26939144040879487	118.0898439270765	0.0016485860962050971	13917.262042777038
-1450.6438724214415	0.2693881858452824	118.0958397099359	0.0016487242551592462	13917.262042777038
-1450.6438729439078	0.26938940355146335	118.09474334731348	0.0016484906002104185	13917.262042777038
-1450.6438765270418	0.26937774673583054	118.10990708801887	0.0016483052703389356	13917.262042777038
-1450.6438724564973	0.2693878574741736	118.09725110910756	0.0016486657288629102	13917.262042777038
-1450.643873444949	0.26938187334287017	118.10395557682826	0.0016487595625004343	13917.262042777038
