log_likelihood	shape	scale	misid	theta
-1504.880045146749	0.26436963569827193	123.13612681943486	0.0019223858558995823	14119.642679280434
-1504.8799721483797	0.2644065511907072	123.07733131505464	0.001924423430832314	14119.642679280434
-1504.8799766390646	0.2644004156346005	123.0895486143046	0.0019249561546276666	14119.642679280434
-1504.8799720472937	0.2644055278348257	123.07908113567194	0.0019244596589390061	14119.642679280434
-1504.8799727265005	0.2644063460531157	123.07964714319273	0.0019246199473608996	14119.642679280434
-1504.879972026206	0.26440295609228154	123.08301091264293	0.0019244153816303422	14119.642679280434
-1504.8799723429152	0.2644071806114615	123.0781523240146	0.0019244440184919215	14119.642679280434
-1504.8799822562514	0.2643958167676013	123.09287360074724	0.0019253234071645517	14119.642679280434
-1504.879972049984	0.2644029493611006	123.08278246931323	0.0019243458338980947	14119.642679280434
-1504.8799746032278	0.26439407046053	123.09536699247448	0.001924541980599036	14119.642679280434
