log_likelihood	shape	scale	misid	theta
-1466.7416935776114	0.2734044970786882	114.1435232514779	0.001673584012507852	14234.620923107781
-1466.741693673831	0.2734027750387244	114.1464658760645	0.00167350984205471	14234.620923107781
-1466.7416936105333	0.27340559219000354	114.14280645550542	0.0016736454204022498	14234.620923107781
-1466.7416946492403	0.27339796628162005	114.1509138020899	0.0016736395822348651	14234.620923107781
-1466.741693793611	0.27340157340975907	114.14782635055859	0.001673607663990402	14234.620923107781
-1466.741698728541	0.27341301506926735	114.13376867306965	0.0016730073518086658	14234.620923107781
-1466.7416936293353	0.2734066264850279	114.14129723970973	0.001673566873339646	14234.620923107781
-1466.741693580906	0.2734046736609064	114.14443769345958	0.0016735631059151981	14234.620923107781
-1466.7416976909615	0.27340156317154146	114.14773746172926	0.0016729509069986542	14234.620923107781
-1466.7416942666928	0.2734064729748504	114.14292509141141	0.0016737972409609796	14234.620923107781
