log_likelihood	shape	scale	misid	theta
-1418.9483448541255	0.2878615470109819	94.79545435882001	0.0015650055165081275	14207.346690817523
-1418.94837029094	0.2878369666263438	94.81713562162034	0.0015645519292448733	14207.346690817523
-1418.948342020843	0.2878720332825818	94.78669828040077	0.0015651443670539797	14207.346690817523
-1418.9483454504893	0.28787482576326	94.78798798264741	0.0015655108263538018	14207.346690817523
-1418.9483999437182	0.2879136458381397	94.75296105160561	0.001563826598749022	14207.346690817523
-1418.9483421946945	0.2878723918824161	94.78630622993379	0.0015653080629983232	14207.346690817523
-1418.948341995078	0.28787391227830167	94.78521419978517	0.0015651633111617744	14207.346690817523
-1418.9483420713004	0.2878711366670939	94.78742394106835	0.0015651542290956607	14207.346690817523
-1418.9483443138547	0.28787448875652644	94.78490575405108	0.0015656335329019913	14207.346690817523
-1418.948342346132	0.2878755660350965	94.78408212491729	0.00156533359054658	14207.346690817523
