log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10576.717967673712	0.15706011955073457	0.19829444533896504	0.2910720903675296	0.8190841723483372	0.8744199507270276	0.0	0.08376047141276895	5528.9622932414695
-10574.465998120528	0.09924055962870348	0.2500325302945464	0.2846567720290323	0.8157443769592497	0.8731905230302361	0.0	0.08344560122125133	5571.342971605826
-10579.0163295989	0.19567898026068864	0.16324599276136614	0.2964167084544707	0.8197888308078392	0.8741624781231492	0.0	0.08339572132495543	5501.9651386841215
-10585.811663591518	0.25772363066562026	0.10333981715241991	0.2907614060944761	0.8305368615862418	0.8601504297661087	0.0	0.08457228044165785	5480.229821713373
-10572.938237839178	0.027792124928943212	0.3175009560541534	0.2817443839712701	0.8156150824613769	0.8767385283776683	0.0	0.08332486141527182	5591.199150777448
-10575.135154224075	0.11652265344302412	0.23360515760797068	0.2839886629843294	0.8170536593801049	0.869914906211278	0.0	0.08335682271706593	5569.658957277063
-10576.519088902907	0.15096328760942762	0.20284083783809492	0.2897589696815658	0.8167519300509872	0.8696508086189803	0.0	0.0838343031509519	5545.484577357953
-10575.241119071223	0.1232771327429302	0.229089043834719	0.2893938254416164	0.8161714451299728	0.8734801287805767	0.0	0.08374396358707778	5551.291337515611
-10578.53953527827	0.18910586446410999	0.17031508347608124	0.2958736342233968	0.8202042856782709	0.8780897944752853	0.0	0.08396217822938075	5498.2710129356565
-10578.035711911389	0.18070169121208335	0.17732512392746924	0.29561737566640184	0.8185616925596206	0.8741677387401648	0.0	0.08342598392726713	5511.249834106626
