log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10686.587162606924	0.2087507504426849	0.15726259822305685	0.29132665843077626	0.8065311250088931	0.8806754667120091	0.0	0.1124702403212869	5482.373820270434
-10680.939426159446	0.10800045405740141	0.24907335316221824	0.2874851179375795	0.7981172677258717	0.8764856121867304	0.0	0.11233921647733226	5549.26818672951
-10680.709316372553	0.10047446596163073	0.2563953264644995	0.28855780422450855	0.7952900796537725	0.8761614858789307	0.0	0.1125796923216849	5554.1364729707275
-10693.205694963137	0.2789392202115097	0.09508697484413828	0.30628957750014485	0.8087498190711198	0.8861221044251804	0.0	0.11176533752190831	5409.575814038385
-10688.2252696461	0.2004163651085143	0.15797104402702059	0.2763499537452803	0.8080955454730967	0.8602567549118763	0.0	0.11380870561696188	5545.859690174744
-10682.204249545439	0.13646338026257543	0.22413273156996572	0.29723413977378393	0.7920028203621063	0.8769850264799813	0.0	0.11171945121465406	5530.019848292123
-10682.346480635755	0.14294466132309405	0.21640000972954107	0.28766960292143584	0.8002550665180296	0.8741122023098086	0.0	0.11231101134695819	5536.90577342076
-10684.43628892233	0.1779768526524893	0.18421395873563323	0.28896180787622233	0.7978762325683371	0.8750205544182502	0.0	0.11300671374241548	5522.4996872339025
-10679.447857283078	0.016137817419719605	0.33410049311810563	0.2820237640612075	0.7941396129600792	0.8773807191339512	0.0	0.11230999932171819	5591.4667228827975
-10681.332120110244	0.11908155964898781	0.2383199570258239	0.28729053772982743	0.7983034620707932	0.8746803630738154	0.0	0.11247968737548819	5548.940621286412
