log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10639.56176948473	0.001	0.34548354305348816	0.25108273149574284	0.8193433545975156	0.8644186196379097	0.0	0.11460160477437764	5646.110967396131
-10642.295876013126	0.13719398109071687	0.2208741924615718	0.26064293269762295	0.8218816939077798	0.861642656171505	0.0	0.11465196960474786	5578.882563962938
-10653.200927138889	0.27137716671233747	0.10032645433281104	0.2724663611419982	0.8314511126104096	0.8578983019817079	0.0	0.11394432433583032	5471.692429164913
-10639.784599910345	0.03157687274389169	0.31526597885141083	0.24837838942437995	0.8218230795100084	0.8600433456693359	0.0	0.11504441768703515	5649.042738677287
-10646.62318216124	0.20641121064081902	0.15753077702363846	0.26621030531105494	0.8241799738582235	0.8583956083788685	0.0	0.1146429624871199	5536.9798332357195
-10645.439354605034	0.19097619552440992	0.17159579262308527	0.2650740094007412	0.8247688041752834	0.8595350538237412	0.0	0.11426504806226413	5544.910815245238
-10648.404375834974	0.226181084777546	0.14291973763089194	0.2745734424081513	0.8226928701220158	0.8637716181310335	0.0	0.11441417551094576	5501.336059271935
-10639.856723024695	0.0508188342487701	0.29905036333546575	0.25398520384584955	0.8200164491101617	0.8619478967784183	0.0	0.11423677567780341	5628.65539709905
-10646.68591083154	0.2068402012510966	0.15724951746230542	0.26684603630382486	0.8204412851439444	0.8582851076726651	0.0	0.11500115179799796	5541.02176379081
-10642.745540799544	0.14591773207125217	0.21214735708457705	0.2597494161699032	0.8239826038471076	0.8596212040502071	0.0	0.11407392389114945	5577.921624856369
