log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10543.4178098374	0.031195900085491758	0.3123922256964195	0.28269938978625736	0.8017683032555493	0.8849390556273645	0.0	0.08442822126546644	5601.658364487678
-10542.164628956669	0.14564431015173387	0.20537852013730895	0.2909381195138305	0.8023309766929281	0.8795679856590841	0.0	0.08408796818163744	5559.416910020254
-10542.299939493929	0.1251315869844113	0.22182981032373872	0.2869997094025932	0.7945429090564506	0.8746317755289922	0.0	0.08465073602443592	5597.286891799642
-10542.2626458457	0.17228139299068712	0.17972405768361424	0.290852240971643	0.8015488313878742	0.8747628207923719	0.0	0.08482027932438198	5557.962557691823
-10542.43830387038	0.16375948795111117	0.18736455059315238	0.2935394715795647	0.7919160104204906	0.8722574571196098	0.0	0.08541359048561467	5575.811690068767
-10542.594412117342	0.07872460568520905	0.26741511725239353	0.2847744850374463	0.8024423145492988	0.881944269267856	0.0	0.08439962056966323	5589.2143023754
-10542.919913895232	0.21014038276202882	0.1443676732777055	0.29269472475395164	0.8029385619288635	0.8698351123760306	0.0	0.08503236689342786	5541.569315067865
-10542.951555704749	0.08870376909512506	0.253934844267344	0.27527269328570736	0.805134416818013	0.8743347056157412	0.0	0.08526988840867004	5617.532054738246
-10549.31515546318	0.31346893325254754	0.0506296702840085	0.30196029101340416	0.814355468090895	0.8427531044767717	0.0	0.08422350688127334	5452.931436852866
-10542.68620821735	0.20040245350641395	0.15410246908607889	0.29361494888152684	0.802153553390065	0.8726141358015075	0.0	0.08500784232985112	5541.547895774404
