log_likelihood	mu	sigma	rho	w	theta
-9525.544881241469	1.4534120470203429	2.3163233306519517	0.0	0.04179526311755059	14007.99429122767
-9525.54488062507	1.4534090716456738	2.3162996513758993	0.0	0.04179526635680553	14007.99429122767
-9525.544883266564	1.45340114730121	2.3163073809114043	0.0	0.04182134171081339	14007.99429122767
-9525.544937320263	1.4534030786937633	2.3162522098444174	0.0	0.04189413549830397	14007.99429122767
-9525.544882647606	1.4534327781585437	2.3162651472797884	0.0	0.04178974383294472	14007.99429122767
-9525.544880501453	1.453407187012893	2.3162861819086618	0.0	0.04179541907332628	14007.99429122767
-9525.544880345165	1.453406272096357	2.3162822867615307	0.0	0.04179881346502455	14007.99429122767
-9525.544885033303	1.4534193338759038	2.316298941513541	0.0	0.041774496224364445	14007.99429122767
-9525.544886425752	1.4533706120298338	2.3163069671184715	0.0	0.04178158454037369	14007.99429122767
-9525.544880433821	1.4534097884073363	2.3162905143663224	0.0	0.04180420664072919	14007.99429122767
