log_likelihood	mu	sigma	rho	w	theta
-9499.134698627913	1.442881653363564	2.239875499187167	0.0	0.03840120225923676	14071.634661738884
-9499.13469859095	1.4428780193546442	2.239875496478113	0.0	0.03840068416427077	14071.634661738884
-9499.134698715354	1.442872368017268	2.2398679728322928	0.0	0.038403371759409756	14071.634661738884
-9499.134698699016	1.4428760334455957	2.2398726581367074	0.0	0.03839632623793083	14071.634661738884
-9499.134698722522	1.4428706738263042	2.2398714495852934	0.0	0.03840228874764779	14071.634661738884
-9499.134698755644	1.442878565087676	2.239884753897179	0.0	0.03839607265792142	14071.634661738884
-9499.134698757647	1.442875808541022	2.239863952050963	0.0	0.03840479230732233	14071.634661738884
-9499.134698787373	1.4428705352613072	2.239861307371245	0.0	0.038399495766440334	14071.634661738884
-9499.134698622534	1.4428784429236654	2.2398712373703957	0.0	0.03840253896984921	14071.634661738884
-9499.134698625505	1.4428756067529052	2.239874315668492	0.0	0.0383985372997326	14071.634661738884
