log_likelihood	mu	sigma	rho	w	theta
-9487.043249776721	1.4693115400112335	2.305049852190711	0.0	0.03572187403558827	14089.58267853852
-9487.043248409955	1.469337563689442	2.305006857740186	0.0	0.0357199298513663	14089.58267853852
-9487.043248206204	1.4693365466444426	2.3050186775746178	0.0	0.03572308252915893	14089.58267853852
-9487.043248408236	1.4693373851270275	2.305008539531787	0.0	0.03572884624046546	14089.58267853852
-9487.04324815525	1.4693325577616851	2.3050194077977073	0.0	0.03572478028019405	14089.58267853852
-9487.043249799888	1.469330914797734	2.3050712974848833	0.0	0.03573250760981725	14089.58267853852
-9487.043248160235	1.4693323980429058	2.3050219573435204	0.0	0.03572480553945958	14089.58267853852
-9487.043249349104	1.4693342974137253	2.3049921867201038	0.0	0.035735607396543974	14089.58267853852
-9487.043260773826	1.4693600012855605	2.305168050826412	0.0	0.03570978824309498	14089.58267853852
-9487.043248167534	1.4693322433554388	2.3050201672401243	0.0	0.03572590275335458	14089.58267853852
