log_likelihood	mu	sigma	rho	w	theta
-9382.018283477422	1.418053481816985	2.2950798483668016	0.0	0.025978418382978395	13669.347981823426
-9382.01828357611	1.4180489563588403	2.295090343562315	0.0	0.02597944051344556	13669.347981823426
-9382.018283592988	1.4180478710528381	2.2950739672919456	0.0	0.025976605568113292	13669.347981823426
-9382.01828431959	1.4180577682099453	2.295095438946383	0.0	0.025969887423647163	13669.347981823426
-9382.01828364004	1.4180546360658774	2.2950739013005292	0.0	0.025974625387006383	13669.347981823426
-9382.018283540754	1.4180506002476216	2.2950738023568706	0.0	0.025981013161017464	13669.347981823426
-9382.018283871108	1.41806155668313	2.295080054064665	0.0	0.025973304401225864	13669.347981823426
-9382.018283615365	1.4180543508489987	2.295079708182359	0.0	0.025974815463187265	13669.347981823426
-9382.018283504574	1.4180533346261535	2.29508180385216	0.0	0.025977110463949477	13669.347981823426
-9382.018292588422	1.418063702179096	2.295154842286737	0.0	0.025951904224410294	13669.347981823426
