log_likelihood	mu	sigma	rho	w	theta
-9415.415347890896	1.4611082165058018	2.2138084089686787	0.0	0.032537730222300346	14152.626041372287
-9415.41540540212	1.461176722490535	2.2135600314059776	0.0	0.03246144784772264	14152.626041372287
-9415.415346146601	1.4611139532940345	2.2137565426717996	0.0	0.032529474823340336	14152.626041372287
-9415.415346063834	1.4611132022933373	2.213760054802019	0.0	0.03253248557967181	14152.626041372287
-9415.415353714368	1.4610749182706835	2.213790790967504	0.0	0.03256061745378087	14152.626041372287
-9415.415345958721	1.4611088963214451	2.213747124443572	0.0	0.0325358883101377	14152.626041372287
-9415.415346092	1.4611153207681744	2.213758619580374	0.0	0.03253412843087691	14152.626041372287
-9415.415346163732	1.4611058284631386	2.213738316748855	0.0	0.032528322563055594	14152.626041372287
-9415.41534596111	1.4611100187969503	2.2137484829548657	0.0	0.03253572970793535	14152.626041372287
-9415.415345970925	1.4611123160052704	2.2137513823154427	0.0	0.032533951018112725	14152.626041372287
