log_likelihood	mu	sigma	rho	w	theta
-9423.651108205404	1.4497386725637675	2.2840395046742614	0.0	0.005366205247836379	13947.999798828394
-9423.651133424813	1.449755913121213	2.284195371928469	0.0	0.005333238334672659	13947.999798828394
-9423.651273915517	1.449749648591416	2.2838277318635525	0.0	0.005250022676448609	13947.999798828394
-9423.65111073138	1.4497506982040311	2.2839852229643394	0.0	0.005357129998979682	13947.999798828394
-9423.651108242488	1.4497416275442785	2.2840374323680295	0.0	0.005364826904484757	13947.999798828394
-9423.651108543927	1.4497434545903998	2.284032479895292	0.0	0.005370623962805894	13947.999798828394
-9423.651108218713	1.44973872811919	2.2840384931121402	0.0	0.005364949120752399	13947.999798828394
-9423.651108378184	1.449739047385449	2.2840566398519684	0.0	0.005368135086545539	13947.999798828394
-9423.651108402366	1.449746708664299	2.2840339106844896	0.0	0.005367387610318799	13947.999798828394
-9423.651108573356	1.449737480733202	2.28405735509648	0.0	0.005370680949254323	13947.999798828394
