log_likelihood	shape	scale	misid	theta
-348.3532746044966	0.2644460602320553	124.77767161679006	0.001780784690460899	13784.41969553756
-348.3532690626268	0.26447186061684985	124.74169049912192	0.001781126419847629	13784.41969553756
-348.3532697843008	0.2644745321204252	124.73634378467874	0.001782023723632241	13784.41969553756
-348.35357588634815	0.2645954034897387	124.59294908422812	0.0017860321093830201	13784.41969553756
-348.35326891255966	0.2644714810930537	124.74295096938033	0.0017813873133119553	13784.41969553756
-348.35327008916585	0.26447850756957414	124.73210381777834	0.0017814448345154254	13784.41969553756
-348.35327762167793	0.2644690955409368	124.74715887032453	0.0017793865361862287	13784.41969553756
-348.3532687703653	0.26446939765248023	124.74434387059905	0.0017816785574013068	13784.41969553756
-348.3532771159571	0.26447754808965057	124.72588807369634	0.001780005918911657	13784.41969553756
-348.35326899896006	0.2644636961781757	124.75263789135151	0.0017816683352563458	13784.41969553756
