log_likelihood	shape	scale	misid	theta
-351.50538511840375	0.2845447559175123	95.9040497955481	0.0018201539039977308	13761.187288725527
-351.5053854903514	0.2845397724683321	95.90866555261515	0.001820031525780515	13761.187288725527
-351.5057377177002	0.2846150657651575	95.8305663351776	0.0018331992589562644	13761.187288725527
-351.50539441009107	0.2845581479107392	95.88923405331597	0.0018222004037292616	13761.187288725527
-351.5053851825504	0.2845438456213989	95.90443833284682	0.0018201665728104174	13761.187288725527
-351.5053868359945	0.2845501129940991	95.89648970198905	0.0018208738606795081	13761.187288725527
-351.5053856491161	0.2845526350493398	95.89604600297889	0.0018201818440905038	13761.187288725527
-351.50538539870325	0.284550302345004	95.89898975152558	0.0018201471101082474	13761.187288725527
-351.5053852825357	0.2845494846337827	95.89943326712783	0.0018201538307111775	13761.187288725527
-351.5053862111231	0.2845422611682171	95.90907005634054	0.0018204550250788844	13761.187288725527
