log_likelihood	shape	scale	misid	theta
-324.8592533583752	0.25484454109916155	128.84807174788762	0.00180791040750737	13340.715681837299
-324.8592535862167	0.2548401250620154	128.85757752275887	0.0018078709051325722	13340.715681837299
-324.8592579197077	0.25485936147727495	128.82190081227859	0.0018086251023516457	13340.715681837299
-324.85925339597054	0.2548431625234703	128.8514373103176	0.0018080264830360301	13340.715681837299
-324.8592536315292	0.2548373616802656	128.85986923882635	0.0018075703020362095	13340.715681837299
-324.8592754845879	0.2548763287128058	128.7877173586693	0.0018069627631979962	13340.715681837299
-324.8592552981542	0.25485440502559686	128.83248495418167	0.001808180238529599	13340.715681837299
-324.85927081501643	0.2548662074624432	128.81306911076368	0.001805926371882715	13340.715681837299
-324.8592564483108	0.25482757481265816	128.8792954550219	0.001807740423424331	13340.715681837299
-324.8592542547304	0.25483423829389895	128.86625793727242	0.0018074760985824295	13340.715681837299
