log_likelihood	shape	scale	misid	theta
-313.8733186725543	0.25615950909572693	138.13938281515294	0.0005824185813230103	14204.234017184986
-313.8733185396077	0.25616326617281804	138.1322913344961	0.000582642948520299	14204.234017184986
-313.8733189659732	0.2561621568591975	138.1345356301865	0.0005829575627062935	14204.234017184986
-313.8733194248928	0.2561551620214506	138.14535820539558	0.0005826017987427859	14204.234017184986
-313.8733189355429	0.25616556531300316	138.12792730201116	0.0005829368774530178	14204.234017184986
-313.8733243694012	0.25615695875060057	138.139668673333	0.0005838426856895711	14204.234017184986
-313.8733232332484	0.2561590233563109	138.14386327060612	0.0005812459157186976	14204.234017184986
-313.87331854379306	0.25616264126538146	138.13331004997747	0.0005824230933182997	14204.234017184986
-313.8733276860169	0.25618062303372	138.11048584411324	0.0005820600159322385	14204.234017184986
-313.8733198415332	0.25616184291268446	138.1388692154792	0.0005820601678264986	14204.234017184986
