log_likelihood	shape	scale	misid	theta
-328.9656801810044	0.2814492230054252	101.23465640763197	0.0014629024164601904	13974.193783521734
-328.96567754050346	0.28144021758105103	101.24879932719618	0.0014632890239045313	13974.193783521734
-328.96567741766364	0.2814378146681269	101.24909517822627	0.0014631310375852599	13974.193783521734
-328.9664786648485	0.28133352913103565	101.2907432972008	0.0014550267672346073	13974.193783521734
-328.9656772254729	0.2814366959562542	101.25106195355092	0.0014629393663361577	13974.193783521734
-328.9656773618515	0.2814364418221035	101.25072704393519	0.0014628961381311942	13974.193783521734
-328.96567717515063	0.28143634931288325	101.25210981697433	0.0014629999270930308	13974.193783521734
-328.96567884498495	0.28142721851943875	101.26463911390461	0.0014627395646910572	13974.193783521734
-328.96567724152067	0.2814377398068876	101.25048584732163	0.0014631778434057413	13974.193783521734
-328.96567743263887	0.2814405160961939	101.24660778219163	0.0014630051061711162	13974.193783521734
