log_likelihood	shape	scale	misid	theta
-319.6030847263404	0.27423712315769366	105.91467248417707	0.0015327048194459202	14005.157752116249
-319.6030841377892	0.2742435024834886	105.9070435883178	0.0015329221326686145	14005.157752116249
-319.6030881078784	0.274253326378391	105.89942299685748	0.0015323633225879662	14005.157752116249
-319.60308713318284	0.2742467047791919	105.90748624663193	0.0015338693020928462	14005.157752116249
-319.6030876110565	0.2742475355412885	105.9077369034189	0.0015325925176796836	14005.157752116249
-319.60309022168565	0.2742241415969488	105.92856732070241	0.0015337061892356386	14005.157752116249
-319.60308410323387	0.2742430875523472	105.90755776794757	0.0015330260739782739	14005.157752116249
-319.6030841840237	0.2742418814302776	105.90862494064186	0.0015329107302982914	14005.157752116249
-319.6030845777225	0.27424469193895323	105.90576931861726	0.0015326081024488937	14005.157752116249
-319.60308480864285	0.27423753422892605	105.91426239677327	0.00153261208888596	14005.157752116249
