log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-10660.830583996505	0.14585145912300526	0.15737108336757966	0.17215024793141193	0.847448830520124	0.7430851841819095	0.0	0.09141589207888287	0.009647425224666828	6018.373966223833
-10572.169064861368	0.14530728053533634	0.26598687817152694	0.47116713861001386	0.7650496242065485	0.9797017203030361	0.0	0.08391124355473545	0.009976273748726752	5145.851448283861
-10655.471656556689	0.2444074897154616	0.2212602500626231	0.5432013350508552	0.7736017035713711	1.1040122644309829	0.0	0.09469491452598795	0.010595289819856238	4858.977413906086
-10481.254222250129	0.2486668362195129	0.13559228598727652	0.28640019114495435	0.8592587231890859	0.9540713311012431	0.0	0.0884856102792786	0.007175909083343924	5286.159515344392
-10477.1378523362	0.03597142495592886	0.3309437893930118	0.29991662977729977	0.8106805566945475	0.9356859082405358	0.0	0.08542402287366446	0.005771548490620555	5413.344190155577
-10479.233246216387	0.2087824118692472	0.1736515532704149	0.2960001648221978	0.8448388147589126	0.9795652069829314	0.0	0.08835821292514047	0.006757028048797228	5273.34682727059
-10478.918743140715	0.1956865835149329	0.17975513752801067	0.30228997989335166	0.8242196454975449	0.9621541989780591	0.0	0.08670217290782525	0.007172117811888913	5327.800541370187
-10572.61839960025	0.2218489964822306	0.1300603142454566	0.1887836050303667	0.9279149904132851	0.8980890305872632	0.0	0.10172460748306604	0.004676062307498768	5507.050348495756
-10490.775012634967	0.2186039325360865	0.1479215116994398	0.26237467289058336	0.855357343019216	0.9286128734362333	0.0	0.09521119818964366	0.008945842928455005	5396.468663291135
-10531.30777030154	0.34363523165349946	0.027999673368499903	0.2583220855976404	0.8532123553302804	0.8070365793163062	0.0	0.09356904340443421	0.010989058215829732	5409.826101162115
