log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-10528.91537608847	0.09685258215091845	0.29514042059384954	0.3950833872888569	0.8142196216393425	1.0183442724649296	0.0	0.07559758839717086	0.00710405421279875	5159.291533071291
-10495.653984384548	0.19510530293897738	0.1717529402605676	0.3413883571286903	0.7885577302316701	0.8924359417456552	0.0	0.08022741318107716	0.005043443660905303	5449.450045187032
-10525.920112767522	0.12670917737567938	0.20387423295782398	0.2503761327412026	0.842190902193153	0.8347671968059616	0.0	0.0768379750106132	0.009610826014357659	5682.479651295601
-10514.488505694395	0.1977132729796724	0.1543749467393974	0.25592973624737103	0.8669755619294702	0.8493779268225953	0.0	0.08791924284040996	0.009167773949529856	5543.716321308904
-10545.490777351642	0.25431011356594097	0.11307965520011896	0.3104166517599903	0.8126516066947046	0.8956833850603273	0.0	0.08277192997484516	0.013393354539662871	5431.378683696885
-10555.564532196171	0.26942435801599246	0.10663575135388204	0.4346182888815539	0.7638552093999128	0.9212122881112461	0.0	0.07577361951428199	0.009074206046584706	5318.663047279763
-10555.709837844059	0.2978284728936442	0.06702528198432585	0.31627083602692707	0.764017846677354	0.8020586574226269	0.0	0.08313547238824122	0.0016712619497506458	5561.276583356328
-10525.353122446937	0.16520862259136024	0.17084433319612252	0.31198197291859153	0.8196194386435431	0.8528571038447793	0.0	0.07224872015394236	0.005293536322731918	5567.042979218733
-10485.685946856656	0.20672876129300105	0.1587855277203542	0.30003597243071106	0.8435594026645336	0.9079142535855109	0.0	0.08301232008976062	0.006452276207939861	5406.895551769795
-10499.146768816106	0.24872164466466448	0.134184616106422	0.32879106030208555	0.8231313628368567	0.9119999280439159	0.0	0.08598875685600739	0.004026503935630306	5346.579114302325
-11092.641911098683	0.2931500016079539	0.2540513575815858	0.6393734756206895	0.9792191801962058	1.5192995179069835	0.0	0.07640477994967163	0.005790433001918971	4151.560807538302
-10493.89561174928	0.33456378702225253	0.04773946496302741	0.32380398647030745	0.8457008731889823	0.9126756419051791	0.0	0.08342895476286566	0.006362894770122159	5287.925310385865
