log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-10618.765596934547	0.16864282378992757	0.19072287357180892	0.26229521267287725	0.8544393915891589	0.8813900028720206	0.0	0.11464924828056325	0.008038590414781109	5544.072896722599
-10620.383078148745	0.19984487147505112	0.19018527208725564	0.306915638149877	0.8655406685735335	0.9586788212978247	0.0	0.10855882937498176	0.006467311104769512	5299.0062309584
-10875.334160165565	0.088589040468948	0.22991554249761606	0.420042891039468	0.6809838170017741	0.8439645243735671	0.0	0.08586209066706736	0.00747829568946352	5776.8718334938785
-10631.780312014782	0.16854264024190602	0.17007369881270773	0.25799394894455435	0.8176720384722111	0.841803239417299	0.0	0.10705703782266056	0.007424544170835237	5702.618556404306
-10612.208836776834	0.20545010705727704	0.16918534321409037	0.29923676831615936	0.8395633384186023	0.9115530867436237	0.0	0.10544961094778862	0.005982626173390125	5430.392318672692
-10613.561244854673	0.20883407040479346	0.16662376304900553	0.2911963378341062	0.8320840135607624	0.923695636588478	0.0	0.11130547969249867	0.006971327815969797	5435.882071444463
-10661.782590971914	0.14011247928064763	0.20341350205149503	0.2864572357260401	0.7727074406002361	0.8215067281127897	0.0	0.1127497564497916	0.009732636200335869	5752.103676034104
-10627.098819977247	0.06717212224575693	0.30905478343051157	0.29440078616599585	0.855445620159268	0.95863457209797	0.0	0.10774110745197557	0.009323897284268681	5368.1632382576745
-10613.688568283924	0.2525809467743339	0.11541239747695184	0.2697092370735392	0.8514484972223925	0.8931487935960003	0.0	0.10993325620684762	0.004888147832927009	5478.386955693122
-10620.930098723944	0.2555544668135425	0.12551737267736746	0.3061023836649521	0.8651217811862908	0.93472662715361	0.0	0.104998367013106	0.007920738999779187	5337.373084907056
