log_likelihood	mu	sigma	theta
-395.63769701803335	0.27260221115451255	144.13215552279027	18334.075148918495
-395.6376562135375	0.2725521727841587	144.2167266921272	18334.075148918495
-395.63765726506165	0.2725599441025391	144.2079535844152	18334.075148918495
-395.63765618986037	0.272550665554462	144.21900996510496	18334.075148918495
-395.6376563940883	0.27254900685917033	144.2193822695571	18334.075148918495
-395.6376561921205	0.2725503572893487	144.21953189844567	18334.075148918495
-395.63765683292456	0.27255777604921505	144.20772325073543	18334.075148918495
-395.6376561898161	0.27255068898665186	144.21897041000952	18334.075148918495
-395.63765621024817	0.27255160483211344	144.21718419220122	18334.075148918495
-395.63765618987975	0.27255084928002676	144.2187256627304	18334.075148918495
