log_likelihood	mu	sigma	theta
-428.02068922538336	0.2714966027031552	247.9864215116178	31635.291745506198
-428.02068445351733	0.27148305122914373	248.0317149272043	31635.291745506198
-428.020685163848	0.27147529114878005	248.05142283100594	31635.291745506198
-428.0206846776228	0.2714786560674242	248.0426972794855	31635.291745506198
-428.02068445369696	0.2714829525746962	248.03201178045128	31635.291745506198
-428.0206844567156	0.2714834819282146	248.03044247545404	31635.291745506198
-428.0206846010685	0.2714794560323866	248.04011801937358	31635.291745506198
-428.0206866256782	0.2714702829114466	248.0665811019799	31635.291745506198
-428.0206845449431	0.27148059140146363	248.0387787172485	31635.291745506198
-428.02068445780293	0.27148363990929697	248.03021162830225	31635.291745506198
