log_likelihood	mu	sigma	theta
-436.7517889934016	0.25131772682581655	162.36002978783367	15628.17172987875
-436.7517895299743	0.25132331241716827	162.3472408895198	15628.17172987875
-436.7517890461784	0.251314336666334	162.3655930456464	15628.17172987875
-436.75178892512065	0.25131702332961203	162.35994478597368	15628.17172987875
-436.751790498437	0.2513096634308345	162.37813107779496	15628.17172987875
-436.7517889474702	0.2513157545881953	162.362346265376	15628.17172987875
-436.75178892694737	0.251317358368085	162.35943723115733	15628.17172987875
-436.75178897057145	0.25131884639745805	162.35657560190225	15628.17172987875
-436.7517889334294	0.25131772495039967	162.35846671679707	15628.17172987875
-436.7517889272831	0.2513166313338015	162.36068524643204	15628.17172987875
