log_likelihood	T_WGD	nuWGD	nuF	theta
-104.21550524489157	0.7093927083093019	0.17494817716932237	0.5999435895897514	6875.051014476389
-113.87679028623575	0.09717001264473421	1.7541370519898751	0.6094143820118733	5180.001234425005
-104.2139522164623	0.7098562680179924	0.17206776703134374	0.5935166544994206	6941.514863365782
-104.38771887224334	0.6746103355521452	0.11168864927952755	0.44608463451942926	9091.14289588601
-104.21395202327653	0.709618980069196	0.17225392183626986	0.5940451569882254	6936.521222219086
-113.84135034398287	0.09640847114620954	1.844514424409107	0.5961730732303088	5182.520138060736
-104.21417117054625	0.7108192747932961	0.1717142132389181	0.5921761314653259	6952.83806915755
-104.21751536318834	0.7072153453648861	0.177831564378068	0.60621821207378	6811.129082238384
-104.2221355040956	0.7122440117956478	0.17728837436409886	0.6021946864884572	6837.734942071429
-104.21720531737196	0.7072836831046853	0.1765731973766274	0.6044443348843089	6833.886373793769
