log_likelihood	T_WGD	nuWGD	nuF	theta
-103.69408463700347	0.6788406546302443	0.18186204696587793	0.6119310307620233	6790.485022098542
-103.44107856945766	0.618101089466775	0.2204922557291642	0.6915390020510938	6137.027703567544
-103.43265080806964	0.6287882382845621	0.21492406525536584	0.6804753808635229	6214.399757972643
-103.43248444433152	0.6283340338876576	0.21519018593048436	0.6813090841045176	6209.50619728075
-103.76269888002344	0.594823114828894	0.24262476374361427	0.7229629893434797	5899.407332701792
-103.43246291477544	0.6278549303036581	0.21566919273825752	0.6819219641300209	6203.834487872274
-103.43247231623627	0.6286340718852452	0.21538607500927204	0.6812385256892252	6208.249351344519
-113.0589339974224	0.08687877121625262	1.5483050173875326	0.6460058473152042	5265.255470290172
-103.43274061492389	0.6268413025948114	0.21632161880867348	0.6832789892044769	6194.3521894584155
-103.43245795767712	0.6280242714467714	0.2153488188135874	0.6815198167348229	6207.598710323762
